Number,Name,Form,Type 1,Type 2,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed,Generation,Sprite,Shiny
437,Bronzong,,Steel,Psychic,67,89,116,79,116,33,4,poke_icon_0437_000_uk_n_00000000_f_n.png,poke_icon_sh_0437_000_uk_n_00000000_f_n.png
438,Bonsly,,Rock,,50,80,95,10,45,10,4,poke_icon_0438_000_mf_n_00000000_f_n.png,poke_icon_sh_0438_000_mf_n_00000000_f_n.png
439,Mime Jr.,,Psychic,Fairy,20,25,45,70,90,60,4,poke_icon_0439_000_mf_n_00000000_f_n.png,poke_icon_sh_0439_000_mf_n_00000000_f_n.png
440,Happiny,,Normal,,100,5,5,15,65,30,4,poke_icon_0440_000_fo_n_00000000_f_n.png,poke_icon_sh_0440_000_fo_n_00000000_f_n.png
441,Chatot,,Normal,Flying,76,65,45,92,42,91,4,poke_icon_0441_000_mf_n_00000000_f_n.png,poke_icon_sh_0441_000_mf_n_00000000_f_n.png
442,Spiritomb,,Ghost,Dark,50,92,108,92,108,35,4,poke_icon_0442_000_mf_n_00000000_f_n.png,poke_icon_sh_0442_000_mf_n_00000000_f_n.png
443,Gible,,Dragon,Ground,58,70,45,40,45,42,4,poke_icon_0443_000_md_n_00000000_f_n.png,poke_icon_sh_0443_000_md_n_00000000_f_n.png
444,Gabite,,Dragon,Ground,68,90,65,50,55,82,4,poke_icon_0444_000_md_n_00000000_f_n.png,poke_icon_sh_0444_000_md_n_00000000_f_n.png
445,Garchomp,,Dragon,Ground,108,130,95,80,85,102,4,poke_icon_0445_000_md_n_00000000_f_n.png,poke_icon_sh_0445_000_md_n_00000000_f_n.png
446,Munchlax,,Normal,,135,85,40,40,85,5,4,poke_icon_0446_000_mf_n_00000000_f_n.png,poke_icon_sh_0446_000_mf_n_00000000_f_n.png
447,Riolu,,Fighting,,40,70,40,35,40,60,4,poke_icon_0447_000_mf_n_00000000_f_n.png,poke_icon_sh_0447_000_mf_n_00000000_f_n.png
448,Lucario,,Fighting,Steel,70,110,70,115,70,90,4,poke_icon_0448_000_mf_n_00000000_f_n.png,poke_icon_sh_0448_000_mf_n_00000000_f_n.png
449,Hippopotas,,Ground,,68,72,78,38,42,32,4,poke_icon_0449_000_md_n_00000000_f_n.png,poke_icon_sh_0449_000_md_n_00000000_f_n.png
450,Hippowdon,,Ground,,108,112,118,68,72,47,4,poke_icon_0450_000_md_n_00000000_f_n.png,poke_icon_sh_0450_000_md_n_00000000_f_n.png
451,Skorupi,,Poison,Bug,40,50,90,30,55,65,4,poke_icon_0451_000_mf_n_00000000_f_n.png,poke_icon_sh_0451_000_mf_n_00000000_f_n.png
452,Drapion,,Poison,Dark,70,90,110,60,75,95,4,poke_icon_0452_000_mf_n_00000000_f_n.png,poke_icon_sh_0452_000_mf_n_00000000_f_n.png
453,Croagunk,,Poison,Fighting,48,61,40,61,40,50,4,poke_icon_0453_000_md_n_00000000_f_n.png,poke_icon_sh_0453_000_md_n_00000000_f_n.png
454,Toxicroak,,Poison,Fighting,83,106,65,86,65,85,4,poke_icon_0454_000_md_n_00000000_f_n.png,poke_icon_sh_0454_000_md_n_00000000_f_n.png
455,Carnivine,,Grass,,74,100,72,90,72,46,4,poke_icon_0455_000_mf_n_00000000_f_n.png,poke_icon_sh_0455_000_mf_n_00000000_f_n.png
456,Finneon,,Water,,49,49,56,49,61,66,4,poke_icon_0456_000_md_n_00000000_f_n.png,poke_icon_sh_0456_000_md_n_00000000_f_n.png
457,Lumineon,,Water,,69,69,76,69,86,91,4,poke_icon_0457_000_md_n_00000000_f_n.png,poke_icon_sh_0457_000_md_n_00000000_f_n.png
458,Mantyke,,Water,Flying,45,20,50,60,120,50,4,poke_icon_0458_000_mf_n_00000000_f_n.png,poke_icon_sh_0458_000_mf_n_00000000_f_n.png
459,Snover,,Grass,Ice,60,62,50,62,60,40,4,poke_icon_0459_000_md_n_00000000_f_n.png,poke_icon_sh_0459_000_md_n_00000000_f_n.png
460,Abomasnow,,Grass,Ice,90,92,75,92,85,60,4,poke_icon_0460_000_md_n_00000000_f_n.png,poke_icon_sh_0460_000_md_n_00000000_f_n.png
461,Weavile,,Dark,Ice,70,120,65,45,85,125,4,poke_icon_0461_000_md_n_00000000_f_n.png,poke_icon_sh_0461_000_md_n_00000000_f_n.png
462,Magnezone,,Electric,Steel,70,70,115,130,90,60,4,poke_icon_0462_000_uk_n_00000000_f_n.png,poke_icon_sh_0462_000_uk_n_00000000_f_n.png
463,Lickilicky,,Normal,,110,85,95,80,95,50,4,poke_icon_0463_000_mf_n_00000000_f_n.png,poke_icon_sh_0463_000_mf_n_00000000_f_n.png
464,Rhyperior,,Ground,Rock,115,140,130,55,55,40,4,poke_icon_0464_000_md_n_00000000_f_n.png,poke_icon_sh_0464_000_md_n_00000000_f_n.png
465,Tangrowth,,Grass,,100,100,125,110,50,50,4,poke_icon_0465_000_md_n_00000000_f_n.png,poke_icon_sh_0465_000_md_n_00000000_f_n.png
466,Electivire,,Electric,,75,123,67,95,85,95,4,poke_icon_0466_000_mf_n_00000000_f_n.png,poke_icon_sh_0466_000_mf_n_00000000_f_n.png
467,Magmortar,,Fire,,75,95,67,125,95,83,4,poke_icon_0467_000_mf_n_00000000_f_n.png,poke_icon_sh_0467_000_mf_n_00000000_f_n.png
468,Togekiss,,Fairy,Flying,85,50,95,120,115,80,4,poke_icon_0468_000_mf_n_00000000_f_n.png,poke_icon_sh_0468_000_mf_n_00000000_f_n.png
469,Yanmega,,Bug,Flying,86,76,86,116,56,95,4,poke_icon_0469_000_mf_n_00000000_f_n.png,poke_icon_sh_0469_000_mf_n_00000000_f_n.png
470,Leafeon,,Grass,,65,110,130,60,65,95,4,poke_icon_0470_000_mf_n_00000000_f_n.png,poke_icon_sh_0470_000_mf_n_00000000_f_n.png
471,Glaceon,,Ice,,65,60,110,130,95,65,4,poke_icon_0471_000_mf_n_00000000_f_n.png,poke_icon_sh_0471_000_mf_n_00000000_f_n.png
472,Gliscor,,Ground,Flying,75,95,125,45,75,95,4,poke_icon_0472_000_mf_n_00000000_f_n.png,poke_icon_sh_0472_000_mf_n_00000000_f_n.png
473,Mamoswine,,Ice,Ground,110,130,80,70,60,80,4,poke_icon_0473_000_md_n_00000000_f_n.png,poke_icon_sh_0473_000_md_n_00000000_f_n.png
474,Porygon-Z,,Normal,,85,80,70,135,75,90,4,poke_icon_0474_000_uk_n_00000000_f_n.png,poke_icon_sh_0474_000_uk_n_00000000_f_n.png
475,Gallade,,Psychic,Fighting,68,125,65,65,115,80,4,poke_icon_0475_000_mo_n_00000000_f_n.png,poke_icon_sh_0475_000_mo_n_00000000_f_n.png
476,Probopass,,Rock,Steel,60,55,145,75,150,40,4,poke_icon_0476_000_mf_n_00000000_f_n.png,poke_icon_sh_0476_000_mf_n_00000000_f_n.png
477,Dusknoir,,Ghost,,45,100,135,65,135,45,4,poke_icon_0477_000_mf_n_00000000_f_n.png,poke_icon_sh_0477_000_mf_n_00000000_f_n.png
478,Froslass,,Ice,Ghost,70,80,70,80,70,110,4,poke_icon_0478_000_fo_n_00000000_f_n.png,poke_icon_sh_0478_000_fo_n_00000000_f_n.png
479,Rotom,,Electric,Ghost,50,50,77,95,77,91,4,poke_icon_0479_000_uk_n_00000000_f_n.png,poke_icon_sh_0479_000_uk_n_00000000_f_n.png
479,Rotom,Heat Rotom,Electric,Fire,50,65,107,105,107,86,4,poke_icon_0479_003_uk_n_00000000_f_n.png,poke_icon_sh_0479_003_uk_n_00000000_f_n.png
479,Rotom,Wash Rotom,Electric,Water,50,65,107,105,107,86,4,poke_icon_0479_005_uk_n_00000000_f_n.png,poke_icon_sh_0479_005_uk_n_00000000_f_n.png
479,Rotom,Frost Rotom,Electric,Ice,50,65,107,105,107,86,4,poke_icon_0479_002_uk_n_00000000_f_n.png,poke_icon_sh_0479_002_uk_n_00000000_f_n.png
479,Rotom,Fan Rotom,Electric,Flying,50,65,107,105,107,86,4,poke_icon_0479_001_uk_n_00000000_f_n.png,poke_icon_sh_0479_001_uk_n_00000000_f_n.png
479,Rotom,Mow Rotom,Electric,Grass,50,65,107,105,107,86,4,poke_icon_0479_004_uk_n_00000000_f_n.png,poke_icon_sh_0479_004_uk_n_00000000_f_n.png
480,Uxie,,Psychic,,75,75,130,75,130,95,4,poke_icon_0480_000_uk_n_00000000_f_n.png,poke_icon_sh_0480_000_uk_n_00000000_f_n.png
481,Mesprit,,Psychic,,80,105,105,105,105,80,4,poke_icon_0481_000_uk_n_00000000_f_n.png,poke_icon_sh_0481_000_uk_n_00000000_f_n.png
482,Azelf,,Psychic,,75,125,70,125,70,115,4,poke_icon_0482_000_uk_n_00000000_f_n.png,poke_icon_sh_0482_000_uk_n_00000000_f_n.png
483,Dialga,,Steel,Dragon,100,120,120,150,100,90,4,poke_icon_0483_000_uk_n_00000000_f_n.png,poke_icon_sh_0483_000_uk_n_00000000_f_n.png
483,Dialga,Origin Forme,Steel,Dragon,100,100,120,150,120,90,8,poke_icon_0483_001_uk_n_00000000_f_n.png,poke_icon_sh_0483_001_uk_n_00000000_f_n.png
484,Palkia,,Water,Dragon,90,120,100,150,120,100,4,poke_icon_0484_000_uk_n_00000000_f_n.png,poke_icon_sh_0484_000_uk_n_00000000_f_n.png
484,Palkia,Origin Forme,Water,Dragon,90,100,100,150,120,120,8,poke_icon_0484_001_uk_n_00000000_f_n.png,poke_icon_sh_0484_001_uk_n_00000000_f_n.png
485,Heatran,,Fire,Steel,91,90,106,130,106,77,4,poke_icon_0485_000_mf_n_00000000_f_n.png,poke_icon_sh_0485_000_mf_n_00000000_f_n.png
486,Regigigas,,Normal,,110,160,110,80,110,100,4,poke_icon_0486_000_uk_n_00000000_f_n.png,poke_icon_sh_0486_000_uk_n_00000000_f_n.png
487,Giratina,Altered Forme,Ghost,Dragon,150,100,120,100,120,90,4,poke_icon_0487_000_uk_n_00000000_f_n.png,poke_icon_sh_0487_000_uk_n_00000000_f_n.png
487,Giratina,Origin Forme,Ghost,Dragon,150,120,100,120,100,90,4,poke_icon_0487_001_uk_n_00000000_f_n.png,poke_icon_sh_0487_001_uk_n_00000000_f_n.png
488,Cresselia,,Psychic,,120,70,110,75,120,85,4,poke_icon_0488_000_fo_n_00000000_f_n.png,poke_icon_sh_0488_000_fo_n_00000000_f_n.png
489,Phione,,Water,,80,80,80,80,80,80,4,poke_icon_0489_000_uk_n_00000000_f_n.png,poke_icon_sh_0489_000_uk_n_00000000_f_n.png
490,Manaphy,,Water,,100,100,100,100,100,100,4,poke_icon_0490_000_uk_n_00000000_f_n.png,poke_icon_sh_0490_000_uk_n_00000000_f_n.png
491,Darkrai,,Dark,,70,90,90,135,90,125,4,poke_icon_0491_000_uk_n_00000000_f_n.png,poke_icon_sh_0491_000_uk_n_00000000_f_n.png
492,Shaymin,Land Forme,Grass,,100,100,100,100,100,100,4,poke_icon_0492_000_uk_n_00000000_f_n.png,poke_icon_sh_0492_000_uk_n_00000000_f_n.png
492,Shaymin,Sky Forme,Grass,Flying,100,103,75,120,75,127,4,poke_icon_0492_001_uk_n_00000000_f_n.png,poke_icon_sh_0492_001_uk_n_00000000_f_n.png
493,Arceus,,Normal,,120,120,120,120,120,120,4,poke_icon_0493_000_uk_n_00000000_f_n.png,poke_icon_sh_0493_000_uk_n_00000000_f_n.png
494,Victini,,Psychic,Fire,100,100,100,100,100,100,5,poke_icon_0494_000_uk_n_00000000_f_n.png,poke_icon_sh_0494_000_uk_n_00000000_f_n.png
495,Snivy,,Grass,,45,45,55,45,55,63,5,poke_icon_0495_000_mf_n_00000000_f_n.png,poke_icon_sh_0495_000_mf_n_00000000_f_n.png
496,Servine,,Grass,,60,60,75,60,75,83,5,poke_icon_0496_000_mf_n_00000000_f_n.png,poke_icon_sh_0496_000_mf_n_00000000_f_n.png
497,Serperior,,Grass,,75,75,95,75,95,113,5,poke_icon_0497_000_mf_n_00000000_f_n.png,poke_icon_sh_0497_000_mf_n_00000000_f_n.png
498,Tepig,,Fire,,65,63,45,45,45,45,5,poke_icon_0498_000_mf_n_00000000_f_n.png,poke_icon_sh_0498_000_mf_n_00000000_f_n.png
499,Pignite,,Fire,Fighting,90,93,55,70,55,55,5,poke_icon_0499_000_mf_n_00000000_f_n.png,poke_icon_sh_0499_000_mf_n_00000000_f_n.png
500,Emboar,,Fire,Fighting,110,123,65,100,65,65,5,poke_icon_0500_000_mf_n_00000000_f_n.png,poke_icon_sh_0500_000_mf_n_00000000_f_n.png
501,Oshawott,,Water,,55,55,45,63,45,45,5,poke_icon_0501_000_mf_n_00000000_f_n.png,poke_icon_sh_0501_000_mf_n_00000000_f_n.png
502,Dewott,,Water,,75,75,60,83,60,60,5,poke_icon_0502_000_mf_n_00000000_f_n.png,poke_icon_sh_0502_000_mf_n_00000000_f_n.png
503,Samurott,,Water,,95,100,85,108,70,70,5,poke_icon_0503_000_mf_n_00000000_f_n.png,poke_icon_sh_0503_000_mf_n_00000000_f_n.png
503,Samurott,Hisuian Samurott,Water,Dark,90,108,80,100,65,85,8,poke_icon_0503_001_mf_n_00000000_f_n.png,poke_icon_sh_0503_001_mf_n_00000000_f_n.png
504,Patrat,,Normal,,45,55,39,35,39,42,5,poke_icon_0504_000_mf_n_00000000_f_n.png,poke_icon_sh_0504_000_mf_n_00000000_f_n.png
505,Watchog,,Normal,,60,85,69,60,69,77,5,poke_icon_0505_000_mf_n_00000000_f_n.png,poke_icon_sh_0505_000_mf_n_00000000_f_n.png
506,Lillipup,,Normal,,45,60,45,25,45,55,5,poke_icon_0506_000_mf_n_00000000_f_n.png,poke_icon_sh_0506_000_mf_n_00000000_f_n.png
507,Herdier,,Normal,,65,80,65,35,65,60,5,poke_icon_0507_000_mf_n_00000000_f_n.png,poke_icon_sh_0507_000_mf_n_00000000_f_n.png
508,Stoutland,,Normal,,85,110,90,45,90,80,5,poke_icon_0508_000_mf_n_00000000_f_n.png,poke_icon_sh_0508_000_mf_n_00000000_f_n.png
509,Purrloin,,Dark,,41,50,37,50,37,66,5,poke_icon_0509_000_mf_n_00000000_f_n.png,poke_icon_sh_0509_000_mf_n_00000000_f_n.png
510,Liepard,,Dark,,64,88,50,88,50,106,5,poke_icon_0510_000_mf_n_00000000_f_n.png,poke_icon_sh_0510_000_mf_n_00000000_f_n.png
511,Pansage,,Grass,,50,53,48,53,48,64,5,poke_icon_0511_000_mf_n_00000000_f_n.png,poke_icon_sh_0511_000_mf_n_00000000_f_n.png
512,Simisage,,Grass,,75,98,63,98,63,101,5,poke_icon_0512_000_mf_n_00000000_f_n.png,poke_icon_sh_0512_000_mf_n_00000000_f_n.png
513,Pansear,,Fire,,50,53,48,53,48,64,5,poke_icon_0513_000_mf_n_00000000_f_n.png,poke_icon_sh_0513_000_mf_n_00000000_f_n.png
514,Simisear,,Fire,,75,98,63,98,63,101,5,poke_icon_0514_000_mf_n_00000000_f_n.png,poke_icon_sh_0514_000_mf_n_00000000_f_n.png
515,Panpour,,Water,,50,53,48,53,48,64,5,poke_icon_0515_000_mf_n_00000000_f_n.png,poke_icon_sh_0515_000_mf_n_00000000_f_n.png
516,Simipour,,Water,,75,98,63,98,63,101,5,poke_icon_0516_000_mf_n_00000000_f_n.png,poke_icon_sh_0516_000_mf_n_00000000_f_n.png
517,Munna,,Psychic,,76,25,45,67,55,24,5,poke_icon_0517_000_mf_n_00000000_f_n.png,poke_icon_sh_0517_000_mf_n_00000000_f_n.png
518,Musharna,,Psychic,,116,55,85,107,95,29,5,poke_icon_0518_000_mf_n_00000000_f_n.png,poke_icon_sh_0518_000_mf_n_00000000_f_n.png
519,Pidove,,Normal,Flying,50,55,50,36,30,43,5,poke_icon_0519_000_mf_n_00000000_f_n.png,poke_icon_sh_0519_000_mf_n_00000000_f_n.png
520,Tranquill,,Normal,Flying,62,77,62,50,42,65,5,poke_icon_0520_000_mf_n_00000000_f_n.png,poke_icon_sh_0520_000_mf_n_00000000_f_n.png
521,Unfezant,,Normal,Flying,80,115,80,65,55,93,5,poke_icon_0521_000_md_n_00000000_f_n.png,poke_icon_sh_0521_000_md_n_00000000_f_n.png
522,Blitzle,,Electric,,45,60,32,50,32,76,5,poke_icon_0522_000_mf_n_00000000_f_n.png,poke_icon_sh_0522_000_mf_n_00000000_f_n.png
523,Zebstrika,,Electric,,75,100,63,80,63,116,5,poke_icon_0523_000_mf_n_00000000_f_n.png,poke_icon_sh_0523_000_mf_n_00000000_f_n.png
524,Roggenrola,,Rock,,55,75,85,25,25,15,5,poke_icon_0524_000_mf_n_00000000_f_n.png,poke_icon_sh_0524_000_mf_n_00000000_f_n.png
525,Boldore,,Rock,,70,105,105,50,40,20,5,poke_icon_0525_000_mf_n_00000000_f_n.png,poke_icon_sh_0525_000_mf_n_00000000_f_n.png
526,Gigalith,,Rock,,85,135,130,60,80,25,5,poke_icon_0526_000_mf_n_00000000_f_n.png,poke_icon_sh_0526_000_mf_n_00000000_f_n.png
527,Woobat,,Psychic,Flying,65,45,43,55,43,72,5,poke_icon_0527_000_mf_n_00000000_f_n.png,poke_icon_sh_0527_000_mf_n_00000000_f_n.png
528,Swoobat,,Psychic,Flying,67,57,55,77,55,114,5,poke_icon_0528_000_mf_n_00000000_f_n.png,poke_icon_sh_0528_000_mf_n_00000000_f_n.png
529,Drilbur,,Ground,,60,85,40,30,45,68,5,poke_icon_0529_000_mf_n_00000000_f_n.png,poke_icon_sh_0529_000_mf_n_00000000_f_n.png
530,Excadrill,,Ground,Steel,110,135,60,50,65,88,5,poke_icon_0530_000_mf_n_00000000_f_n.png,poke_icon_sh_0530_000_mf_n_00000000_f_n.png
531,Audino,,Normal,,103,60,86,60,86,50,5,poke_icon_0531_000_mf_n_00000000_f_n.png,poke_icon_sh_0531_000_mf_n_00000000_f_n.png
532,Timburr,,Fighting,,75,80,55,25,35,35,5,poke_icon_0532_000_mf_n_00000000_f_n.png,poke_icon_sh_0532_000_mf_n_00000000_f_n.png
533,Gurdurr,,Fighting,,85,105,85,40,50,40,5,poke_icon_0533_000_mf_n_00000000_f_n.png,poke_icon_sh_0533_000_mf_n_00000000_f_n.png
534,Conkeldurr,,Fighting,,105,140,95,55,65,45,5,poke_icon_0534_000_mf_n_00000000_f_n.png,poke_icon_sh_0534_000_mf_n_00000000_f_n.png
535,Tympole,,Water,,50,50,40,50,40,64,5,poke_icon_0535_000_mf_n_00000000_f_n.png,poke_icon_sh_0535_000_mf_n_00000000_f_n.png
536,Palpitoad,,Water,Ground,75,65,55,65,55,69,5,poke_icon_0536_000_mf_n_00000000_f_n.png,poke_icon_sh_0536_000_mf_n_00000000_f_n.png
537,Seismitoad,,Water,Ground,105,95,75,85,75,74,5,poke_icon_0537_000_mf_n_00000000_f_n.png,poke_icon_sh_0537_000_mf_n_00000000_f_n.png
538,Throh,,Fighting,,120,100,85,30,85,45,5,poke_icon_0538_000_mo_n_00000000_f_n.png,poke_icon_sh_0538_000_mo_n_00000000_f_n.png
539,Sawk,,Fighting,,75,125,75,30,75,85,5,poke_icon_0539_000_mo_n_00000000_f_n.png,poke_icon_sh_0539_000_mo_n_00000000_f_n.png
540,Sewaddle,,Bug,Grass,45,53,70,40,60,42,5,poke_icon_0540_000_mf_n_00000000_f_n.png,poke_icon_sh_0540_000_mf_n_00000000_f_n.png
541,Swadloon,,Bug,Grass,55,63,90,50,80,42,5,poke_icon_0541_000_mf_n_00000000_f_n.png,poke_icon_sh_0541_000_mf_n_00000000_f_n.png
542,Leavanny,,Bug,Grass,75,103,80,70,80,92,5,poke_icon_0542_000_mf_n_00000000_f_n.png,poke_icon_sh_0542_000_mf_n_00000000_f_n.png
543,Venipede,,Bug,Poison,30,45,59,30,39,57,5,poke_icon_0543_000_mf_n_00000000_f_n.png,poke_icon_sh_0543_000_mf_n_00000000_f_n.png
544,Whirlipede,,Bug,Poison,40,55,99,40,79,47,5,poke_icon_0544_000_mf_n_00000000_f_n.png,poke_icon_sh_0544_000_mf_n_00000000_f_n.png
545,Scolipede,,Bug,Poison,60,100,89,55,69,112,5,poke_icon_0545_000_mf_n_00000000_f_n.png,poke_icon_sh_0545_000_mf_n_00000000_f_n.png
546,Cottonee,,Grass,Fairy,40,27,60,37,50,66,5,poke_icon_0546_000_mf_n_00000000_f_n.png,poke_icon_sh_0546_000_mf_n_00000000_f_n.png
547,Whimsicott,,Grass,Fairy,60,67,85,77,75,116,5,poke_icon_0547_000_mf_n_00000000_f_n.png,poke_icon_sh_0547_000_mf_n_00000000_f_n.png
548,Petilil,,Grass,,45,35,50,70,50,30,5,poke_icon_0548_000_fo_n_00000000_f_n.png,poke_icon_sh_0548_000_fo_n_00000000_f_n.png
549,Lilligant,,Grass,,70,60,75,110,75,90,5,poke_icon_0549_000_fo_n_00000000_f_n.png,poke_icon_sh_0549_000_fo_n_00000000_f_n.png
549,Lilligant,Hisuian Lilligant,Grass,Fighting,70,105,75,50,75,105,8,poke_icon_0549_001_fo_n_00000000_f_n.png,poke_icon_sh_0549_001_fo_n_00000000_f_n.png
550,Basculin,Red-Striped Form,Water,,70,92,65,80,55,98,5,poke_icon_0550_000_mf_n_00000000_f_n.png,poke_icon_sh_0550_000_mf_n_00000000_f_n.png
550,Basculin,Blue-Striped Form,Water,,70,92,65,80,55,98,5,poke_icon_0550_001_mf_n_00000000_f_n.png,poke_icon_sh_0550_001_mf_n_00000000_f_n.png
550,Basculin,White-Striped Form,Water,,70,92,65,80,55,98,8,poke_icon_0550_002_mf_n_00000000_f_n.png,poke_icon_sh_0550_002_mf_n_00000000_f_n.png
551,Sandile,,Ground,Dark,50,72,35,35,35,65,5,poke_icon_0551_000_mf_n_00000000_f_n.png,poke_icon_sh_0551_000_mf_n_00000000_f_n.png
552,Krokorok,,Ground,Dark,60,82,45,45,45,74,5,poke_icon_0552_000_mf_n_00000000_f_n.png,poke_icon_sh_0552_000_mf_n_00000000_f_n.png
553,Krookodile,,Ground,Dark,95,117,80,65,70,92,5,poke_icon_0553_000_mf_n_00000000_f_n.png,poke_icon_sh_0553_000_mf_n_00000000_f_n.png
554,Darumaka,,Fire,,70,90,45,15,45,50,5,poke_icon_0554_000_mf_n_00000000_f_n.png,poke_icon_sh_0554_000_mf_n_00000000_f_n.png
554,Darumaka,Galarian Darumaka,Ice,,70,90,45,15,45,50,8,poke_icon_0554_001_mf_n_00000000_f_n.png,poke_icon_sh_0554_001_mf_n_00000000_f_n.png
555,Darmanitan,Standard Mode,Fire,,105,140,55,30,55,95,5,poke_icon_0555_002_mf_n_00000000_f_n.png,poke_icon_sh_0555_002_mf_n_00000000_f_n.png
555,Darmanitan,Zen Mode,Fire,Psychic,105,30,105,140,105,55,5,poke_icon_0555_003_mf_n_00000000_f_n.png,poke_icon_sh_0555_003_mf_n_00000000_f_n.png
555,Darmanitan,Galarian Standard Mode,Ice,,105,140,55,30,55,95,8,poke_icon_0555_000_mf_n_00000000_f_n.png,poke_icon_sh_0555_000_mf_n_00000000_f_n.png
555,Darmanitan,Galarian Zen Mode,Ice,Fire,105,160,55,30,55,135,8,poke_icon_0555_001_mf_n_00000000_f_n.png,poke_icon_sh_0555_001_mf_n_00000000_f_n.png
556,Maractus,,Grass,,75,86,67,106,67,60,5,poke_icon_0556_000_mf_n_00000000_f_n.png,poke_icon_sh_0556_000_mf_n_00000000_f_n.png
557,Dwebble,,Bug,Rock,50,65,85,35,35,55,5,poke_icon_0557_000_mf_n_00000000_f_n.png,poke_icon_sh_0557_000_mf_n_00000000_f_n.png
558,Crustle,,Bug,Rock,70,105,125,65,75,45,5,poke_icon_0558_000_mf_n_00000000_f_n.png,poke_icon_sh_0558_000_mf_n_00000000_f_n.png
559,Scraggy,,Dark,Fighting,50,75,70,35,70,48,5,poke_icon_0559_000_mf_n_00000000_f_n.png,poke_icon_sh_0559_000_mf_n_00000000_f_n.png
560,Scrafty,,Dark,Fighting,65,90,115,45,115,58,5,poke_icon_0560_000_mf_n_00000000_f_n.png,poke_icon_sh_0560_000_mf_n_00000000_f_n.png
561,Sigilyph,,Psychic,Flying,72,58,80,103,80,97,5,poke_icon_0561_000_mf_n_00000000_f_n.png,poke_icon_sh_0561_000_mf_n_00000000_f_n.png
562,Yamask,,Ghost,,38,30,85,55,65,30,5,poke_icon_0562_000_mf_n_00000000_f_n.png,poke_icon_sh_0562_000_mf_n_00000000_f_n.png
562,Yamask,Galarian Yamask,Ground,Ghost,38,55,85,30,65,30,8,poke_icon_0562_001_mf_n_00000000_f_n.png,poke_icon_sh_0562_001_mf_n_00000000_f_n.png
563,Cofagrigus,,Ghost,,58,50,145,95,105,30,5,poke_icon_0563_000_mf_n_00000000_f_n.png,poke_icon_sh_0563_000_mf_n_00000000_f_n.png
564,Tirtouga,,Water,Rock,54,78,103,53,45,22,5,poke_icon_0564_000_mf_n_00000000_f_n.png,poke_icon_sh_0564_000_mf_n_00000000_f_n.png
565,Carracosta,,Water,Rock,74,108,133,83,65,32,5,poke_icon_0565_000_mf_n_00000000_f_n.png,poke_icon_sh_0565_000_mf_n_00000000_f_n.png
566,Archen,,Rock,Flying,55,112,45,74,45,70,5,poke_icon_0566_000_mf_n_00000000_f_n.png,poke_icon_sh_0566_000_mf_n_00000000_f_n.png
567,Archeops,,Rock,Flying,75,140,65,112,65,110,5,poke_icon_0567_000_mf_n_00000000_f_n.png,poke_icon_sh_0567_000_mf_n_00000000_f_n.png
568,Trubbish,,Poison,,50,50,62,40,62,65,5,poke_icon_0568_000_mf_n_00000000_f_n.png,poke_icon_sh_0568_000_mf_n_00000000_f_n.png
569,Garbodor,,Poison,,80,95,82,60,82,75,5,poke_icon_0569_000_mf_n_00000000_f_n.png,poke_icon_sh_0569_000_mf_n_00000000_f_n.png
570,Zorua,,Dark,,40,65,40,80,40,65,5,poke_icon_0570_000_mf_n_00000000_f_n.png,poke_icon_sh_0570_000_mf_n_00000000_f_n.png
570,Zorua,Hisuian Zorua,Normal,Ghost,35,60,40,85,40,70,8,poke_icon_0570_001_mf_n_00000000_f_n.png,poke_icon_sh_0570_001_mf_n_00000000_f_n.png
571,Zoroark,,Dark,,60,105,60,120,60,105,5,poke_icon_0571_000_mf_n_00000000_f_n.png,poke_icon_sh_0571_000_mf_n_00000000_f_n.png
571,Zoroark,Hisuian Zoroark,Normal,Ghost,55,100,60,125,60,110,8,poke_icon_0571_001_mf_n_00000000_f_n.png,poke_icon_sh_0571_001_mf_n_00000000_f_n.png
572,Minccino,,Normal,,55,50,40,40,40,75,5,poke_icon_0572_000_mf_n_00000000_f_n.png,poke_icon_sh_0572_000_mf_n_00000000_f_n.png
573,Cinccino,,Normal,,75,95,60,65,60,115,5,poke_icon_0573_000_mf_n_00000000_f_n.png,poke_icon_sh_0573_000_mf_n_00000000_f_n.png
574,Gothita,,Psychic,,45,30,50,55,65,45,5,poke_icon_0574_000_mf_n_00000000_f_n.png,poke_icon_sh_0574_000_mf_n_00000000_f_n.png
575,Gothorita,,Psychic,,60,45,70,75,85,55,5,poke_icon_0575_000_mf_n_00000000_f_n.png,poke_icon_sh_0575_000_mf_n_00000000_f_n.png
576,Gothitelle,,Psychic,,70,55,95,95,110,65,5,poke_icon_0576_000_mf_n_00000000_f_n.png,poke_icon_sh_0576_000_mf_n_00000000_f_n.png
577,Solosis,,Psychic,,45,30,40,105,50,20,5,poke_icon_0577_000_mf_n_00000000_f_n.png,poke_icon_sh_0577_000_mf_n_00000000_f_n.png
578,Duosion,,Psychic,,65,40,50,125,60,30,5,poke_icon_0578_000_mf_n_00000000_f_n.png,poke_icon_sh_0578_000_mf_n_00000000_f_n.png
579,Reuniclus,,Psychic,,110,65,75,125,85,30,5,poke_icon_0579_000_mf_n_00000000_f_n.png,poke_icon_sh_0579_000_mf_n_00000000_f_n.png
