,Unnamed: 0.1,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
59995,18551,18551,5PbNxOil4dlL1mBW6wUCto,Tommy Ryman,Bath Time with Tommy Ryman,Bath Time,22,100664,Explicit,0.584,0.897,0,-7.738,0,0.944,0.817,0.0,0.9,0.397,85.616,1,comedy
59996,18552,18552,3qJo0sD5ssJaeHIKAGVObz,Mike DeStefano,OK Karma,BOO!,22,106826,Explicit,0.635,0.735,10,-8.161,1,0.951,0.689,0.0,0.862,0.39,45.876,4,comedy
59998,18557,18557,2LGCSirqJYrPkvIwIsJBns,Nick Swardson,Taste It,Drunk Chicks,22,226970,Explicit,0.384,0.936,3,-6.725,0,0.904,0.663,0.0,0.885,0.145,52.318,4,comedy
59999,18559,18559,3h5rJv6R27ck6C3zoxZqeu,"Joey ""CoCo"" Diaz",Sociably Unacceptable,Willy Bandy,22,228766,Explicit,0.631,0.654,9,-10.239,1,0.916,0.706,0.0,0.697,0.667,126.564,3,comedy
60001,18564,18564,0LkhJLCq6wCjd1Z8MIhvRb,Richard Pryor,Richard Pryor,Farting,22,122946,Explicit,0.252,0.965,8,-12.753,0,0.919,0.739,0.0,0.721,0.222,63.079,5,comedy
60002,18812,18812,1mQIWoPYCkGFoLpnBdhEFW,Nick Swardson,Taste It,Booze,22,300839,Explicit,0.465,0.932,6,-7.231,1,0.912,0.673,0.0,0.777,0.115,87.449,4,comedy
60007,18749,18749,09UNEnI0wYxbKWLbCdQJF5,Kathleen Madigan,Gone Madigan,"Health Care, Tsa, Immigration",22,197564,Explicit,0.59,0.86,6,-4.759,0,0.848,0.84,0.0,0.888,0.502,87.735,4,comedy
60010,18703,18703,2tzjEo9Olp79ms8BuAGzso,Charlie Vergos,Barbecue Rich,Bald,22,151203,Explicit,0.606,0.389,3,-18.909,1,0.938,0.831,0.0,0.776,0.757,78.253,3,comedy
60012,18699,18699,1sTbAUc2Gs6AcQuCum6rYr,Kevin Bloody Wilson,Wrong! Wrong! Wrong!,"If It Flies, Floats or Fucks",22,243320,Explicit,0.763,0.819,7,-6.503,1,0.0927,0.824,2.06e-06,0.0986,0.936,170.004,4,comedy
60015,18693,18693,47UO1iaEec4h7qWBDTwL1m,Ralphie May,Just Correct,Seigreid & Roy,22,242255,Explicit,0.494,0.764,1,-14.757,1,0.917,0.879,0.0,0.948,0.367,144.957,4,comedy
60019,18686,18686,76y8psDnlxYcEwaY8YXdyR,Aunty Donna,The Album,Chop Chop - English Version,22,177000,Explicit,0.95,0.787,11,-8.767,1,0.382,0.0991,0.0,0.465,0.896,115.042,4,comedy
60020,18685,18685,69RZsqTjaU27NtMgILHGZt,Ralphie May,Just Correct,Protesting,22,332096,Explicit,0.534,0.683,5,-14.721,0,0.933,0.877,0.0,0.943,0.406,79.015,4,comedy
60023,18578,18578,1dPOioHG4fOwbim38TeCzd,Steve Rannazzisi,Breaking Dad,Mowing the Lawn,22,238174,Explicit,0.552,0.875,2,-4.969,1,0.925,0.809,0.0,0.905,0.423,77.532,5,comedy
60027,18583,18583,23vmapCqO8TIsAwiAulgHt,Patton Oswalt,Talking for Clapping,Gay Prom,22,194427,Explicit,0.676,0.306,1,-19.527,1,0.957,0.739,0.0,0.683,0.44,144.213,3,comedy
60028,18590,18590,6CU8rqdAc2IzNNTgWy3vgk,Kathleen Madigan,Madigan Again,Gym,22,302586,Explicit,0.514,0.922,10,-5.097,1,0.955,0.823,0.0,0.777,0.327,74.065,4,comedy
60030,18667,18667,1VFuRe8MpPLQwhYgutEdxd,Glenn Wool,Let Your Hands Go,Cocaine Glenn,22,70251,Explicit,0.621,0.814,0,-6.352,1,0.928,0.857,0.0,0.513,0.461,39.872,4,comedy
60037,18745,18745,1SFCLHrE49C1Sd2fyxQfkg,Ron White,Truckstop Comedy,Hustler,22,101266,Explicit,0.607,0.52,6,-17.962,1,0.925,0.924,2.95e-06,0.689,0.524,90.479,3,comedy
60039,18743,18743,2qKOnbNBchSKEo2ifDqFCQ,Kevin Bloody Wilson,Rides Again,I Taught Her That,22,274600,Explicit,0.601,0.648,2,-6.724,1,0.0674,0.624,0.0,0.116,0.701,124.878,5,comedy
60040,18740,18740,0oiWvwSs3jY00AIwK4vas6,Patton Oswalt,Finest Hour,The Spirit Cave,22,204386,Explicit,0.654,0.793,2,-5.408,1,0.939,0.691,0.0,0.888,0.483,84.823,4,comedy
60042,18738,18738,0CqLKOrC26KDCrmdEvs2KT,Christopher Titus,Neverlution!,Terrorism Is Over,22,222880,Explicit,0.59,0.625,2,-10.971,1,0.937,0.915,0.0,0.709,0.528,141.051,1,comedy
60043,18736,18736,7kFYOqGEvwZD8obeSB2kup,Bruce Bruce,Losin' It,I Like Older Women,22,399466,Explicit,0.427,0.585,7,-20.252,1,0.916,0.885,0.0,0.778,0.195,75.065,4,comedy
60044,18735,18735,2Rb8q5rkMlsM2se774qM07,Jenny Talia,Don't Be a Shit Cunt,Don't Be a Shit Cunt,22,195295,Explicit,0.623,0.648,1,-5.855,1,0.118,0.471,0.0,0.083,0.955,150.36,3,comedy
60045,18733,18733,5d0ugENrXUE9hOii2N3QOk,Stephen Lynch,Superhero,Mothers Day - bonus live version,22,67133,Explicit,0.587,0.368,2,-15.369,1,0.441,0.781,0.000123,0.658,0.556,119.846,3,comedy
60046,18732,18732,1aZrxIp2YXNXxe8zJTMbJs,Rodney Carrington,Morning Wood,More Of A Man - Live,22,147866,Explicit,0.495,0.372,4,-12.388,1,0.0356,0.867,0.0,0.857,0.685,90.626,4,comedy
60047,18731,18731,2w1QZVuFLHkp91ahEKF76h,David Cross,"Oh, Come On",Encore,22,411223,Explicit,0.656,0.56,4,-13.421,1,0.938,0.487,0.0,0.51,0.496,68.267,4,comedy
60049,18726,18726,12hcta6VBjbZIvxICaFWHb,Christopher Titus,Angry Pursuit of Happiness,Apex Predator,22,353352,Explicit,0.6,0.873,1,-6.541,0,0.948,0.883,0.0,0.712,0.345,77.741,4,comedy
60051,18722,18722,166cClX0R9SpSz2DxwznPO,Rodney Carrington,Nut Sack,Intro - Live,22,231920,Explicit,0.451,0.676,4,-11.064,1,0.919,0.879,0.0,0.947,0.251,55.188,5,comedy
60052,18718,18718,782XmNYYIsazviVHr178sG,Nick Swardson,Taste It,I Felt Bad,22,450544,Explicit,0.454,0.887,3,-6.785,0,0.932,0.715,0.0,0.624,0.175,83.881,3,comedy
60057,18712,18712,15UnyfRyyqjFZATgTXIZuN,Ali Siddiq,Damaged Goods,A Little Help Please,22,135679,Explicit,0.43,0.786,6,-10.908,1,0.834,0.85,0.0,0.921,0.213,91.171,4,comedy
60059,18709,18709,5x3J8PMzBOivIQaRvzErBg,Bruce Bruce,Losin' It,White People,22,273506,Explicit,0.434,0.696,2,-19.142,1,0.899,0.915,0.0,0.709,0.15,72.251,3,comedy
60067,22935,22935,6Sd9gjIywV5oni8CskPCX4,Stray From The Path;Cody B. Ware,Subliminal Criminals,Future of Sound (feat. Cody B Ware),22,111653,Explicit,0.562,0.952,0,-2.496,0,0.352,0.00313,0.0,0.0672,0.57,82.681,4,death-metal
60070,22917,22917,6fD8ugOa1yUsW8lGnLFSCZ,Varials,Failure//Control,308,22,180000,Explicit,0.418,0.954,1,-5.608,1,0.104,1.82e-05,0.287,0.312,0.185,92.459,4,death-metal
60072,22897,22897,3Hgn2dn7YMLhsJKlH1BOWa,Carnivore,Carnivore,Thermonuclear Warrior,22,334373,Explicit,0.224,0.93,1,-7.238,1,0.16,7.26e-06,0.0885,0.0351,0.157,177.965,4,death-metal
60073,22894,22894,0nsgyfBlCx8JNbmcxlu9Wu,Burgerkill,Venomous,Through the Shine,22,266146,Explicit,0.472,0.999,7,-1.792,1,0.137,0.00251,2.69e-05,0.176,0.0905,174.037,4,death-metal
60080,22998,22998,5l5XKQmo9M0XHdNAPddq0i,Surra,Bica na Cara,Vida de Babaca,22,135893,Explicit,0.362,0.994,6,-1.722,1,0.126,0.038,0.000268,0.36,0.454,103.668,4,death-metal
60091,22789,22789,3I8w8mVY4KFBXbhcP5NqqH,Burgerkill,Venomous,For Victory,22,405960,Explicit,0.412,0.995,5,-3.274,1,0.12,0.00054,0.000567,0.12,0.271,158.244,4,death-metal
60098,22808,22808,6KRyTDrXw3InXjfnOB3iCR,Distinguisher,Under the Weight of Things I Couldn't Change,Without End,22,154000,Explicit,0.307,0.995,1,-1.696,1,0.274,0.00015,0.0416,0.187,0.114,197.087,4,death-metal
60104,22825,22825,2hgP8OWCryL206awb09VZh,Noxa,Propaganda,Dimusnahkan Diabadikan,22,85973,Explicit,0.359,0.995,4,-2.845,0,0.182,2.43e-05,0.0,0.0947,0.0535,105.225,4,death-metal
60189,22780,22780,2wST23PvIAmSeGo05Dng3a,Dead To Fall,The Phoenix Throne,Chum Fiesta,22,143373,Explicit,0.345,0.976,6,-5.874,1,0.125,7.42e-05,0.0,0.332,0.281,118.65,4,death-metal
60194,18574,18574,1iLLGFvMSNa58EEJH8VjcV,Nick Thune,Thick Noon,Instant Messenger,21,348546,Explicit,0.428,0.685,0,-7.522,1,0.168,0.845,9.54e-06,0.508,0.543,126.439,4,comedy
60196,18575,18575,470rgmer4imGA2ror2kcIp,Martin Lawrence,Doin' Time: Uncut,Weed in the White House,21,283746,Explicit,0.498,0.453,2,-21.744,1,0.959,0.659,0.0,0.738,0.183,76.725,4,comedy
60218,18568,18568,2BkyqLdBfE88QmZXx9Ft8X,Mitch Fatel,Public Display of Perversion,I Love Fairies,21,226195,Explicit,0.351,0.882,1,-11.064,0,0.938,0.982,0.000603,0.759,0.431,63.66,4,comedy
60219,18569,18569,0shWt9VIEMxbBmwbtYmclE,Simon King,As Good As Or Better Than,Nobody Thinks About Me,21,155116,Explicit,0.682,0.845,5,-5.91,0,0.594,0.686,0.0,0.943,0.766,109.661,4,comedy
60234,82674,82674,7uufxK4eMIoc6CsJQ9jwsP,Sloppy Seconds,Destroyed,Runnin' from the CIA,21,124026,Explicit,0.371,0.885,4,-5.589,1,0.111,0.0169,5.96e-06,0.196,0.932,199.325,4,power-pop
60237,18573,18573,6UbT07Jce25IYMR0nfT7DA,Dan Levy,Congrats on Your Success,My Roommate Ate My Pot Cookies,21,415320,Explicit,0.498,0.973,5,-4.721,0,0.861,0.822,0.0,0.95,0.161,124.233,3,comedy
60241,82539,82539,7dtkaBKlHTaQJ1Bnq67Q4J,The 20 Belows,For Better Days,For Better Days,21,155527,Explicit,0.399,0.977,0,-3.814,1,0.0649,0.101,0.0,0.301,0.584,169.961,4,power-pop
60243,12483,12483,31oCJtjH33uYsNPZ60cXOE,Eddie Ng,精選王系列之我說過要你快樂 吳國敬,我說過要你快樂,21,278906,Explicit,0.549,0.406,5,-11.267,1,0.0307,0.824,0.0,0.229,0.314,120.17,4,cantopop
60258,6168,6168,5tb6lVf7SiaO5gqVfWuUlo,Joel Grind,The Yellowgoat Sessions,Hell's Master of Hell,21,197267,Explicit,0.331,0.995,9,-6.638,1,0.107,6.08e-05,0.762,0.388,0.178,171.927,4,black-metal
60269,18566,18566,7brklODLV3PPxHOsNF1EXH,Katt Williams,American Hustle,Keep Your Focus,21,287956,Explicit,0.581,0.718,6,-14.619,0,0.928,0.831,0.0,0.938,0.376,115.837,3,comedy
60310,82756,82756,5uSfNhOp6hyIISbdh1PqTH,Superdrag,Head Trip In Every Key,Sold You an Alibi,21,192866,Explicit,0.574,0.806,11,-6.75,0,0.028,0.000119,0.0547,0.122,0.828,128.655,4,power-pop
60317,92990,92990,1xGX57W7WQVN5TYEnCdZgo,Imelda May,No Turning Back,Dealing with the Devil,21,138933,Explicit,0.661,0.881,9,-4.433,1,0.0461,0.223,8e-05,0.271,0.96,79.345,3,rockabilly
60346,18520,18520,6UmPHgWmea2pcJliPW1Az0,Wyatt Cenac,Furry Dumb Fighter,Opening Remarks and a Request,21,277804,Explicit,0.544,0.613,7,-14.506,1,0.941,0.867,1.56e-06,0.953,0.291,88.111,4,comedy
60353,18528,18528,2pmgvCGPDX69wvdAAe2R7w,Greg Warren,One Star Wonder,Awkward Moments,21,243226,Explicit,0.511,0.933,6,-7.14,1,0.924,0.818,0.0,0.979,0.241,56.594,4,comedy
60364,18558,18558,4TzepkpQAk3NtcD4I5wzMC,Todd Glass,Todd Glass Talks About Stuff,The Leisure Class,21,239280,Explicit,0.536,0.927,4,-3.28,0,0.904,0.876,0.0,0.831,0.563,97.645,4,comedy
60368,18563,18563,1VoiyyzgN0aFfdW2FJeg83,Louis Katz,If These Balls Could Talk,Glasses,21,238760,Explicit,0.525,0.867,2,-5.773,0,0.916,0.831,0.0,0.735,0.539,69.174,4,comedy
60407,18616,18616,00ZyULMuJ9Jn4mUnlnMdin,Big Jay Oakerson,Live at Webster Hall,Lazy (It Runs in the Family),21,229665,Explicit,0.477,0.739,2,-13.15,1,0.947,0.898,0.0,0.77,0.481,85.671,4,comedy
60430,18613,18613,5Wr5loPlxP4VXN58telbOt,Shane Mauss,My Big Break,8ft 8ft 8ft 8ft 8ft 8ft 8ft 8ft 8ft 8ft 8ft 8ft 8ft 8ft 8ft 8ft 8ft 8ft,21,215040,Explicit,0.624,0.467,6,-13.528,1,0.925,0.896,0.0,0.885,0.487,112.787,4,comedy
60439,18607,18607,5VFxfXso3x9IDuMryw6BQw,Simon King,As Good As Or Better Than,Lazy Hate,21,185177,Explicit,0.614,0.811,9,-6.182,1,0.776,0.621,0.0,0.779,0.759,76.811,5,comedy
60441,18608,18608,55OKQYb9oBEkodq0o2bGyR,Mo Mandel,Negative Reinforcement,The Death of Sex,21,298090,Explicit,0.588,0.694,2,-12.089,1,0.944,0.811,0.0,0.625,0.426,90.748,4,comedy
60490,18623,18623,1bw2gskhPcaGXbnlyMZw5C,Big Jay Oakerson,Live at Webster Hall,Asian Girls (Revisited),21,143518,Explicit,0.465,0.853,6,-12.544,0,0.937,0.911,0.0,0.87,0.299,108.269,5,comedy
60492,50567,50567,5dxOhrrsFghadqGOZWBWuK,Asspera,Glandes Exitos,Locomia,21,179260,Explicit,0.652,0.907,1,-4.982,1,0.0434,0.000365,0.0161,0.351,0.583,119.996,4,heavy-metal
60510,18579,18579,0qioGtCXBHPCXW606xOZOE,Josh Sneed,Unacceptable,Montana and the Flea Market,21,244773,Explicit,0.517,0.639,8,-9.654,1,0.948,0.782,0.0,0.776,0.378,91.648,4,comedy
60511,50735,50735,4wOqh7UiXe4jfbotAizdTu,Asspera,Viaje al Centro de la Verga,Quilombo en Puerta,21,213280,Explicit,0.471,0.99,11,-3.188,1,0.162,0.00202,0.0,0.114,0.401,159.99,4,heavy-metal
60529,50713,50713,2OiOSM5TwTX28cjwDp1HFl,Horcas,Gritando Verdades,Rabia,21,257059,Explicit,0.599,0.871,7,-4.056,1,0.0275,8.99e-05,0.018,0.342,0.185,97.039,4,heavy-metal
60560,18603,18603,3gTeHnpS6z8XbA7eY9eiZh,Darryl Lenox,Blind Ambition,The Last Klondike Bar,21,175912,Explicit,0.565,0.72,4,-10.933,1,0.927,0.797,0.0,0.769,0.181,92.047,4,comedy
60572,50665,50665,1Gu5kH1bWiIxsXMB7hoQ6T,Horcas,Gritando Verdades,Soberbia,21,279785,Explicit,0.527,0.981,6,-3.667,0,0.0814,3.49e-05,0.00404,0.357,0.078,102.523,4,heavy-metal
60580,50659,50659,29yZyRBTjqHwr9YhtpHlid,Asspera,Bizarra Actitud de Seguir Con Vida,1000 Sanatas,21,239159,Explicit,0.548,0.919,10,-6.284,0,0.0688,0.000105,0.000534,0.484,0.649,105.044,4,heavy-metal
60610,60457,60457,2SVJX8h6SlkMwfCplSMWyk,Grim YG,Natural Hot,Natural Hot,21,181133,Explicit,0.877,0.596,7,-4.882,0,0.323,0.348,0.0,0.0585,0.717,96.887,4,j-dance
60611,60474,60474,4KJU5vuwMxqupVqmcAyhYl,Nervz,Street College,Polo Fi Days,21,155744,Explicit,0.717,0.444,2,-9.063,0,0.551,0.229,0.0,0.114,0.749,188.173,4,j-dance
60612,60473,60473,1wI1yr0GnQrbpBoEiBW5wQ,Franco Wildlife;Wildlife Pettodene,Guzu Dung,Guzu Dung,21,191703,Explicit,0.634,0.582,10,-6.503,0,0.409,0.44,0.0,0.0972,0.468,137.015,5,j-dance
60613,60471,60471,0bGTRjbLeV4uKNnKltiwhm,Vybz Kartel,Self Defense,Send A Hell,21,184413,Explicit,0.644,0.653,1,-4.07,1,0.423,0.614,0.0,0.0654,0.735,127.683,3,j-dance
60618,60465,60465,4W6jM2DDLqeFpUSdLG0jvy,Rhumba,Robert Johnson,Robert Johnson,21,208457,Explicit,0.757,0.418,0,-8.147,1,0.0839,0.484,0.000283,0.131,0.166,87.985,4,j-dance
60619,82971,82971,5epm6Odk2zOU78ET2dp3JV,Swingin' Utters,Sirens,Innocence,21,93728,Explicit,0.401,0.998,0,-3.161,1,0.0628,1.44e-05,0.0925,0.112,0.425,130.466,4,power-pop
60620,60461,60461,4gOvGuP3NWA12uWRhmPkyh,Tommy Lee Sparta,Shallow Grave,Shallow Grave,21,182448,Explicit,0.761,0.72,1,-6.516,1,0.131,0.129,0.0,0.343,0.6,98.028,4,j-dance
60622,60455,60455,0PCIiH7HlUUKsgdr6qsiQa,Fully Bad,Middle East,Middle East,21,191033,Explicit,0.69,0.584,7,-8.236,1,0.372,0.478,0.0,0.121,0.665,112.087,4,j-dance
60624,60453,60453,0BC1A4opbq3nb4PSjIPUHO,Vybz Kartel,Body Language Riddim,Body Language,21,152906,Explicit,0.566,0.575,10,-10.079,0,0.24,0.149,0.0,0.109,0.184,179.829,4,j-dance
60642,60592,60592,46eQxbEpJpHfoXnV7hGCHt,Beenie Man;Blakk Man,Imac Riddim,Real Bad Man,21,194616,Explicit,0.627,0.809,5,-4.231,0,0.307,0.0262,3.67e-06,0.161,0.778,66.541,5,j-dance
60670,58997,58997,21eTDQLeErzjDe5oUETbkF,Wednesday 13,Spook & Destroy,Rambo,21,147093,Explicit,0.494,0.994,6,-2.644,0,0.15,0.000503,7.44e-06,0.0701,0.208,100.028,4,industrial
60682,111371,111371,03tF3P98XyiJrQhxx7q0M6,Roots Manuva;Charli 2na;Wayne Paul,Dub Come Save Me,Revolution 5,21,252626,Explicit,0.753,0.553,7,-5.041,1,0.416,0.154,0.000102,0.0857,0.56,84.786,4,trip-hop
60700,60608,60608,1Qth18Wapx5Hl9alPkfVDi,Alkaline;Black Shadow,Gladdest Night,Gladdest Night,21,164000,Explicit,0.658,0.733,0,-3.621,1,0.232,0.0426,0.0,0.226,0.285,133.836,5,j-dance
60710,60506,60506,4p7lvvIShd1N9nb8L914Za,Yaksta,Wish You Well,Wish You Well,21,177450,Explicit,0.751,0.593,2,-8.199,1,0.0612,0.797,0.0,0.178,0.626,99.982,4,j-dance
60711,60541,60541,1AdUK37moo4ba9vRJJ7zVp,Intence,Nuh Bad Like We,Nuh Bad Like We,21,138019,Explicit,0.801,0.678,4,-7.125,0,0.294,0.168,0.0,0.198,0.483,68.631,3,j-dance
60714,60548,60548,4h6S2d3IsAEUoOzuSI0QlS,Intence,Intence vs Tashawn,Intence vs Tashawn,21,231917,Explicit,0.697,0.375,1,-15.478,0,0.326,0.428,0.0,0.0658,0.321,66.997,3,j-dance
60720,60544,60544,4NRTf9CDOd5hLuh8fbISyl,Elephant Man,Dance & Sweep! - Adventures Of The Energy God,Let Me Be The Man,21,221413,Explicit,0.54,0.803,8,-4.09,1,0.256,0.0715,0.0,0.129,0.805,169.845,4,j-dance
60722,60540,60540,3yi6U9Fzpp0TacfdgERdvQ,Chronic Law;Droptop Records,Self Protection,Self Protection,21,160888,Explicit,0.439,0.636,6,-8.173,1,0.122,0.556,0.0,0.0935,0.446,91.998,4,j-dance
60725,60538,60538,2cU6oR7dg9s7s9QkJOttDS,Vybz Kartel,Colliemonster Riddim,Me Talk With Gunshot,21,263655,Explicit,0.547,0.61,2,-7.168,1,0.265,0.0579,0.0,0.159,0.704,106.603,5,j-dance
60726,60537,60537,4U2eFn4ePwAyUXHd737VTM,Intence;Notnice,Heads Up,Heads Up,21,196626,Explicit,0.63,0.694,7,-3.847,0,0.402,0.228,0.0,0.0754,0.444,80.89,4,j-dance
60734,60530,60530,0adBXiFQyVirYKM4WbITR1,Vybz Kartel,Tell Me If Yuh Like It,Tell Me If Yuh Like It,21,186666,Explicit,0.65,0.739,4,-4.554,0,0.338,0.0423,0.0,0.075,0.331,114.966,5,j-dance
60746,60578,60578,43IscCctGQhK9q4aERxSVI,Simpleton;Mark Topsecret,What's My Name,What's My Name,21,199268,Explicit,0.723,0.855,0,-3.619,1,0.192,0.0934,0.0,0.274,0.711,90.998,4,j-dance
60750,60570,60570,3MSlNbBmnJG76zS6d7cqTk,Teebone,Givenchy,Givenchy,21,170364,Explicit,0.8,0.606,1,-12.455,1,0.223,0.602,0.00159,0.0924,0.601,99.984,4,j-dance
60751,60559,60559,6oJ5s5Mv7nCkDMCfsfoPdX,Eshconinco;Yemil;EL TACHI,GOOD GYAL,GOOD GYAL,21,252604,Explicit,0.594,0.644,4,-4.63,0,0.358,0.115,0.0,0.194,0.695,95.578,4,j-dance
60762,60529,60529,2xlnkdfSbxXPCHst8O1KNh,Eshconinco,SOMEDAY,SOMEDAY,21,170266,Explicit,0.802,0.622,1,-5.998,0,0.0713,0.0363,7.42e-06,0.448,0.245,84.0,4,j-dance
60765,60587,60587,385ynS64KfXEi9nX3gW72M,Vybz Kartel,Dancehall Posse Riddim,Tip,21,189333,Explicit,0.69,0.729,9,-4.98,1,0.266,0.321,0.0,0.074,0.713,119.409,5,j-dance
60788,60509,60509,1n4NfEzv9woLBIsD6tVy3q,Mavado,Flammable,Flammable,21,177006,Explicit,0.689,0.77,6,-3.187,0,0.335,0.0974,0.0,0.067,0.443,131.167,5,j-dance
60795,60523,60523,5x6z3EzVJqHb7IxAaI8Qgd,Vybz Kartel,Compass,Compass,21,228466,Explicit,0.702,0.562,9,-8.636,0,0.538,0.168,9.26e-06,0.0715,0.498,138.148,5,j-dance
60817,60679,60679,14EGwK3X9IpVLkDbKemdnd,Alkaline,Hard Tackle,Hard Tackle,21,186122,Explicit,0.642,0.746,0,-6.465,0,0.35,0.628,0.0,0.165,0.721,98.737,4,j-dance
60821,58618,58618,5i3i9vMCDg5fVkQzKrlVfb,Combichrist,Everybody Hates You,like to thank my buddies,21,378813,Explicit,0.5,0.968,11,-6.399,0,0.0425,0.000108,0.79,0.0604,0.175,139.977,4,industrial
60843,82906,82906,09eRAKe2ebCGRExiszPIRD,Beach Slang,The Things We Do To Find People Who Feel Like Us,Noisy Heaven,21,149130,Explicit,0.196,0.877,2,-3.31,1,0.0909,4.1e-05,0.347,0.541,0.211,144.488,4,power-pop
60847,58693,58693,5LYt2daZqffmmkLHwfqUhB,Snake River Conspiracy,Sonic Jihad,More Than Love,21,229533,Explicit,0.575,0.991,11,-2.721,0,0.0462,0.000226,0.436,0.0983,0.587,100.095,4,industrial
60848,60636,60636,62QLlnXtsPf5uyX5tM5L7p,Alkaline,Elastik Riddim,Inna Yuh Belly,21,199392,Explicit,0.673,0.799,7,-6.584,1,0.287,0.0387,1.8e-06,0.0987,0.936,130.169,5,j-dance
60849,58686,58686,2Bq81wqnLtbfhi0x2KYBcO,Zombie Girl;Sebastian Komor of Icon Of Coil,"Blood, Brains & Rock 'N' Roll","Blood, Brains & Rock'n Roll",21,267626,Explicit,0.501,0.88,6,-7.465,1,0.0517,0.00845,0.57,0.103,0.141,137.971,4,industrial
60868,58643,58643,0hU6CJs1C5XvVNZX5nsOGz,Lords Of Acid,Our Little Secret (Special Remastered Band Edition),Rubber Doll (Opus) - Remastered,21,193066,Explicit,0.478,0.903,4,-4.483,0,0.13,8.87e-06,0.436,0.18,0.257,149.96,4,industrial
60874,6344,6344,5CG9qgl3R1zlKbK6sb9q4Z,Toxic Holocaust,Hell on Earth,Send Them to Hell,21,187533,Explicit,0.324,0.989,9,-3.044,1,0.234,5.1e-05,0.0389,0.113,0.334,178.297,4,black-metal
60876,6379,6379,1GzwDazWVTlh2GxPiCTAPc,Hypocrisy,Hypocrisy,Apocalyptic Hybrid,21,244533,Explicit,0.366,0.97,2,-7.273,0,0.0836,1.64e-06,0.0533,0.415,0.0664,122.419,4,black-metal
60878,6394,6394,4tk1j373NAOpTtjasixnlQ,Toxic Holocaust,Evil Never Dies,Damned to Fire,21,122586,Explicit,0.349,0.994,9,-5.989,1,0.0978,1.84e-06,0.008,0.204,0.141,104.387,4,black-metal
60883,54036,54036,003lo4y8gOylAqDs2scLx2,Dither,Dominator - We Will Prevail,Addiction,21,177166,Explicit,0.553,0.978,8,-0.647,1,0.45,0.081,0.000755,0.33,0.306,180.055,4,idm
60885,18507,18507,20RnmVATvxmgmjNFeiXiSo,Wyatt Cenac,Furry Dumb Fighter,American Hipster,21,339549,Explicit,0.573,0.497,1,-13.129,1,0.945,0.864,0.0,0.699,0.546,84.681,5,comedy
60895,1607,1607,7EAIgk0EOZMFg8jr4uKaR8,Calle 13,Residente o Visitante,La Crema,21,241240,Explicit,0.579,0.748,11,-5.933,0,0.192,0.273,0.0,0.15,0.722,91.944,4,afrobeat
60901,60699,60699,1hOLhWsfG2nNpkMPjodUBE,Alkaline,Alkaline Mix Tape,Wul De Pussy Dem,21,157690,Explicit,0.59,0.822,11,-3.763,1,0.257,0.00145,0.0,0.263,0.43,109.652,4,j-dance
60904,6232,6232,0o5jiETMwpSUN79gsfipEZ,Velho,Decrepitude & Sabedoria,"Satã, Apareça!",21,143846,Explicit,0.0739,0.974,11,-8.367,1,0.0886,0.0349,0.000586,0.275,0.155,193.872,4,black-metal
60911,18512,18512,5V5DqV8KMi9MdjFhJxxU8n,Glenn Wool,Let Your Hands Go,The Different Levels of God,21,135119,Explicit,0.608,0.753,1,-6.333,1,0.906,0.879,0.0,0.576,0.496,109.817,4,comedy
60915,6270,6270,0hfRN3y0YvVvjuVDuhBtEo,Truchło Strzygi,Gwiezdny Demon,A.C.D.C.,21,194081,Explicit,0.238,0.961,6,-5.279,0,0.0682,3.82e-05,0.0091,0.594,0.348,136.985,4,black-metal
60916,60758,60758,3jumxkobNDisdRz27CxhOF,Rytikal,Private Jet Riddim,King Inna War,21,183205,Explicit,0.795,0.6,1,-9.387,0,0.222,0.0838,0.0,0.127,0.721,99.862,4,j-dance
60917,6275,6275,3MjPdZbYSgzAXjX1ScbSbu,Gruzja,Vulgator (Priest Simulator Ost),Game Over,21,271255,Explicit,0.619,0.865,9,-4.709,1,0.0624,0.0448,0.591,0.126,0.504,129.946,4,black-metal
60918,6278,6278,1CwpGpNsBNm6Bp1zYs0px9,Hypocrisy,Catch 22,Don't Judge Me,21,146666,Explicit,0.404,0.971,1,-7.395,0,0.0691,1.48e-06,0.076,0.0621,0.153,109.993,4,black-metal
60928,58905,58905,4hJ1hccHQNtlzLZgzwdRi3,Dive,Where Do We Go from Here,Inside Your Head,21,266000,Explicit,0.487,0.82,1,-10.322,1,0.0436,1.44e-05,0.541,0.274,0.215,108.019,4,industrial
60935,82946,82946,4AKGj2MWGWVtsSkLNAitPK,The Replacements,All for Nothing / Nothing for All,Beer for Breakfast,21,97866,Explicit,0.517,0.855,10,-5.594,1,0.0355,0.0733,0.00123,0.0678,0.913,180.499,4,power-pop
60943,17279,17279,5pt3wTkkdhbYTpi3INmA27,Kelvin T;Takeem,Synthetic,No Sleep,21,252123,Explicit,0.632,0.756,11,-5.893,1,0.0419,0.52,0.000242,0.205,0.519,140.037,4,club
60944,17280,17280,3R0uRYQu4aaBUg0BArJz8M,Kelvin T;Takeem,Synthetic,Like Me,21,235212,Explicit,0.524,0.812,6,-5.804,1,0.0397,0.0825,0.000358,0.199,0.363,150.004,4,club
